,Entity_id,related_from,related_to_entity_id,related_to_term
13023,4,pain,3,chest
13024,8,pounding,9,heart
13025,13,changes,11,hair
13026,13,changes,12,skin
13027,19,problems,18,thyroid
13028,5,tightness,4,chest
13029,10,tingling,12,UE
13030,10,tingling,13,LE
13031,11,numbness,12,UE
13032,11,numbness,13,LE
13033,15,sleep,14,normal
13034,16,weight,14,normal
13035,17,appetite,14,normal
13036,2,palpatations,1,heart
13037,26,disease,25,thyroid
13038,7,pain,6,chest
13039,2,SOB,4,chest
13040,3,pressure,4,chest
13041,8,condition,7,thyroid
13042,14,changes,11,skin
13043,14,changes,12,nail
13044,14,changes,13,hair
13045,20,problems,19,thyroid
13046,3,pressure,2,chest
13047,8,pain,7,chest
13048,23,adderall,24,1
13049,23,adderall,25,pill
13050,23,adderall,26,few times per week
13051,29,issue,28,thyroid
13052,3,pain,2,chest
13053,5,pressure,4,chest
13054,2,heart pounding,3,chest
13055,8,pressure,9,chest
13056,14,numbness,17,extremities
13057,15,tingling,17,extremities
13058,16,weakness,17,extremities
13059,2,palpitations,1,heart
13060,21,condition,20,heart
13061,24,condition,23,thyroid
13062,8,pressure,7,chest
13063,5,pressure,4,chest
13064,9,problems,10,thyroid
13065,1,pressure,2,chest
13066,16,disease,15,Thyroid
13067,3,pounding,2,heart
13068,3,pounding,4,chest
13069,8,mood,9,good
13070,16,mood,15,changes
13071,20,issue,19,thyroid
13072,11,swelling,10,leg
13073,16,pain,15,joint
13074,2,pounding,1,heart
13075,24,changes,22,skin
13076,24,changes,23,hair
13077,7,pressure,6,chest
13078,11,appetite,10,changes
13079,16,PSH,17,negative
13080,5,pressure,6,chest
13081,9,pain,8,chest
13082,10,pain,8,mild
13083,10,pain,9,chest
13084,10,pounding,8,chest
13085,11,changes,12,skin
13086,11,changes,13,hair
13087,3,pressure,4,chest
13088,7,SOB,6,mild
13089,9,pressure,8,chest
13090,12,pain,11,chest
13091,17,pain,16,joint
13092,21,problem,20,thyroid
13093,5,pressure,4,chest
13094,2,palpitations,1,heart
13095,4,beat,3,heart
13096,4,beat,5,chest
13097,14,changes,13,skin
13098,22,disorder,21,thyroid
13099,5,tightness,4,chest
13100,8,pain,7,chest
13101,17,problems,16,thyroid
13102,17,problems,18,medication
13103,21,HIV test,20,neg
13104,4,pressure,3,chest
13105,16,problem,15,thyroid
13106,4,discomfort,3,chest
13107,7,Adderall,8,for past 7-8 months
13108,13,changes,11,skin
13109,13,changes,12,hair
13110,14,changes in bowel habits,11,skin
13111,14,changes in bowel habits,12,hair
13112,20,problem,19,thyroid
13113,7,pressure,6,chest
13114,9,adderall,10,1-2 times per week
13115,12,pain,11,chest
13116,17,problem,16,thyroid
13117,5,pressure,4,chest
13118,4,tachycardia,3,intermittent
13119,11,adderoll,10,pills
13120,11,adderoll,12,per week
13121,11,adderoll,9,01-Feb
13122,20,disease,19,thyroid
13123,7,adderall,5,01-Feb
13124,7,adderall,6,pills
13125,7,adderall,8,per week
13126,18,diseases,16,thyroid
13127,18,diseases,17,cardiac
13128,20,Adderall,21,prn
13129,23,disease,22,thyroid
13130,23,disease,24,medication
13131,3,pressure,2,chest
13132,7,pain,6,chest
13133,14,medications,16,few times every month
13134,15,Adderal,16,few times every month
13135,2,shortness of breath,4,chest
13136,3,tightness,4,chest
13137,9,changes,8,skin
13138,13,disorder,11,Adderall
13139,13,disorder,12,thyroid
13140,10,pain,9,chest
13141,18,problem,17,thyroid
13142,18,problem,19,heart
13143,20,condition,17,thyroid
13144,20,condition,19,heart
13145,24,Adderall,25,1
13146,12,EXCEPT,11,NEGATIVE
13147,3,FRESHMAN,2,CHEST
13148,17,problems,16,thyroid
13149,2,pounding,4,chest
13150,3,pressure,4,chest
13151,5,pressure,6,chest
13152,1,pounding,2,chest
13153,12,problem,11,thyroid
13154,4,pressure,5,chest
13155,21,problems,20,thyroid
13156,12,pain,11,arm
13157,14,pain,13,jaw
13158,5,pressure,4,chest
13159,10,condition,9,thyroid
13160,12,condition,11,heart
13161,2,pounding,1,heart
13162,21,disease,20,thyroid
13163,8,pressure,7,chest
13164,20,Meds,21,2 times per week
13165,20,Meds,22,for past 7-8 months
13166,24,disease,23,thyroid
13167,5,pounding,4,heart
13168,8,pressure,7,midsternal chest
13169,19,heart rate,18,increased
13170,21,pain,20,chest
13171,22,orthopnea,16,CV
13172,24,SOB,23,Lungs
13173,25,cough,23,Lungs
13174,27,diarrhea,26,GI
13175,27,diarrhea,28,GI
13176,3,heart rate,2,increased
13177,31,problem,30,thyroid
13178,5,pressure,6,chest
13179,13,fever,12,ROS
13180,14,chills,12,ROS
13181,15,weight loss,12,ROS
13182,16,fatigue,12,ROS
13183,17,cough,12,ROS
13184,18,numbness,12,ROS
13185,19,tingling,12,ROS
13186,20,weakness,12,ROS
13187,21,changes in bowel movements,12,ROS
13188,22,changes in urination,12,ROS
13189,25,disease,24,thyroid
13190,9,pressure,8,chest
13191,16,dry,17,skin
13192,29,problem,28,thyroid
13193,29,problem,30,shx
13194,4,pain,3,chest
13195,11,pressure,10,chest
13196,11,pressure,12,chest
13197,18,problem,17,Heart
13198,20,problem,19,thyroid
13199,3,pounding,2,heart
13200,10,PAIN,9,CHEST
13201,11,SWEATING,9,CHEST
13202,13,SWELLIONG,14,LEGS
13203,18,URINARY CHANGES,17,BOWEL
13204,4,TIGHTNESS,3,CHEST
13205,8,PALPITATIONS,7,HEART
13206,12,changes,11,skin
13207,26,adderall,27,2/week
13208,26,adderall,28,for last 7 months
13209,3,heartbeat,2,fast
13210,30,issue,29,thyroid
13211,6,pain,5,chest
13212,15,disease,14,thyroid
13213,17,problem,16,heart
13214,3,heart pounding,2,intermittent
13215,9,stress,8,increased
13216,15,issue,14,thyroid
13217,2,pressure,3,chest
13218,2,pressure,3,chest
13219,6,changes,7,skin
13220,10,pain,9,chest
13221,13,infections,11,respiratory
13222,13,infections,12,skin
13223,19,changes,20,skin
13224,19,changes,21,hair
13225,25,disease,24,thyroid
13226,15,disease,14,thyroid
13227,5,pressure,4,chest
13228,16,disease,15,thyroid
13229,5,pressure,4,chest
13230,14,problem,13,thyroid
13231,2,pounding,1,heart
13232,4,pressure,3,chest
13233,4,pressure,5,chest
13234,17,symptoms,18,adderall
13235,2,palpitations,1,heart
13236,5,pain,4,chest
13237,9,disease,8,thyroid
13238,17,disease,16,thyroid
13239,5,pressure,4,chest
13240,5,pressure,6,chest
13241,19,disorder,18,thyroid
13242,6,pain,5,chest
13243,1,pounding,2,chest
13244,15,issues,14,thyroid
13245,17,condition,16,heart
13246,3,pressure,4,chest
13247,16,disorder,15,thyroid
13248,2,palpitations,1,heart
13249,7,appetite,6,changes
13250,16,condition,15,thyroid
13251,3,pressure,2,chest
13252,14,masss,13,neck
13253,2,palpitation,1,heart
13254,5,pressure,6,chest
13255,11,Adderall,12,PO
13256,15,disease,14,thyroid
13257,18,disease,17,thyroid
13258,7,pressure,6,chest
13259,14,Adderal,15,7-8 months
13260,2,pounding,1,heart
13261,21,problem,20,thyroid
13262,4,pressure,3,chest
13263,12,pain,10,radiation
13264,12,pain,11,chest
13265,2,pounding,1,heart
13266,20,issue,19,thyroid
13267,7,Dnoes,8,bowerl
13268,13,URINATION,12,BOWEL
13269,14,problem,13,thyroid
13270,8,pressure,7,chest
13271,2,palpitations,1,heart
13272,4,pressure,3,chest
13273,9,trauma,8,head
13274,22,problems,21,heart
13275,24,Adderall,25,1
13276,24,Adderall,26,pill
13277,28,problems,27,thyroid
13278,5,pain,4,chest
13279,6,midsternal pressure,4,chest
13280,17,issue,16,thyroid
13281,8,sweating,7,palm
13282,10,shortness of breath,9,mild
13283,17,problems,16,thyroid
13284,21,problems,20,heart
13285,22,attack,20,heart
13286,6,pain,5,chest
13287,8,pressure,7,chest
13288,15,pain,14,chest
13289,21,issue,20,thyroid
13290,6,pressure,5,chest
13291,14,problem,13,thyroid
13292,3,tightness,2,chest
13293,16,condition,15,thyroid
13294,16,condition,17,medication
13295,2,pounding,1,heart
13296,3,beating fast,1,heart
13297,6,symptoms,7,intervention
13298,15,disease,14,thyroid
13299,2,poounding,1,heart
13300,20,condition,19,heart
13301,21,stressful,19,heart
13302,3,beating fast,1,heart
13303,6,pressure,5,chest
13304,19,disease,18,thyroid
13305,2,palpitations,1,heart
13306,3,Adderall,4,pills
13307,17,swelling,16,leg
13308,19,Adderall,20,7-8 months
13309,3,beating,2,heart
13310,6,pain,5,chest
13311,8,pressure,7,chest
13312,10,pain,9,chest
13313,22,EXCEPT,21,NEGATIVE
13314,13,numbness,15,arm
13315,14,tingling,15,arm
13316,17,constipation,15,arm
13317,24,dzMeds,23,thyroid
13318,3,pressure,2,substernal chest
13319,7,pressure,6,chest
13320,19,pain,18,chest
13321,3,pounding,2,heart
13322,5,pressure,6,chest
13323,9,pain,8,chest
13324,20,changes,19,skin
13325,27,problem,26,thyroid
13326,28,MI,26,thyroid
13327,3,pounding,2,heart
13328,4,racing,2,heart
13329,6,pressure,5,chest
13330,8,shortness of breath,7,mild
13331,11,changes,10,skin
13332,18,problem,17,thyroid
13333,6,pain,5,chest
13334,10,pressure,9,chest
13335,15,pain,14,chest
13336,16,heat or cold intolerance,14,chest
13337,22,Aderall,23,1-2 times per week
13338,27,problems,26,Thyroid
13339,3,racing,2,heart
13340,4,pounding,2,heart
13341,6,racing,5,heart
13342,12,HR,11,elevated
13343,3,pressure,2,chest
13344,8,trauma,7,head
13345,16,changes,14,skin
13346,16,changes,15,hair
13347,19,changes,17,bowel
13348,19,changes,18,bladder
13349,8,pain,7,chest
13350,4,PAIN,3,CHEST
13351,16,disorder,15,thyroid
13352,8,mood,7,changes
13353,9,appetite,7,changes
13354,2,pressure,3,chest
13355,12,pain,11,arm
13356,21,disease,20,thyroid
13357,3,pressure,2,chest
13358,14,problems,13,thyroid
13359,16,Adderall,17,1-few times per week
13360,3,pressure,2,chest
13361,17,mood,16,normal
13362,19,sleeps,18,changes
13363,2,pounding,1,chest
13364,22,problem,21,thyroid
13365,24,disease,23,heart
13366,2,pounding,1,heart
13367,20,anxiety,19,mild
13368,21,Meds,23,few times per week
13369,22,aterol,23,few times per week
13370,31,prob,30,thyroid
13371,7,pain,6,chest
13372,19,swelling,20,neck
13373,30,disease,29,thyroid
13374,5,racing,4,heart
13375,6,pounding,4,heart
13376,9,pressure,10,chest
13377,12,pressure,11,chest
13378,2,pounding,1,heart
13379,2,pounding,3,chest
13380,30,issues,29,thyroid
13381,13,disease,12,thyroid
13382,6,pressure,5,chest
13383,15,swelling,14,leg
13384,23,disease,22,thyroid
13385,4,pressure,3,chest
13386,4,beating,5,chest
13387,12,pain,13,shoulder
13388,12,pain,14,neck
13389,5,problmems,4,heart
13390,9,pain,8,chest
13391,11,racing,10,heart
13392,12,pounding,10,heart
13393,15,pain,14,chest
13394,17,disease,16,thyroid
13395,4,pounding,3,heart
13396,7,pressure,6,chest
13397,2,palpitation,1,heart
13398,16,changes,14,skin
13399,16,changes,15,nail
13400,19,pain,18,chest
13401,26,issue,25,thyroid
13402,28,issue,27,heart
13403,5,pressure,4,chest
13404,5,pressure,6,chest
13405,6,pressure,5,chest
13406,8,palpitations,9,excercise
13407,14,pain,13,chest
13408,25,problems,24,thyroid
13409,29,disease,28,lung
13410,3,pressure,4,chest
13411,9,adderol,10,few times per week
13412,19,problems,18,Thyroid
13413,5,pressure,4,chest
13414,15,swelling,14,ankle
13415,21,dry,22,skin
13416,5,discomfort,4,chest
13417,8,discomfort,7,chest
13418,8,discomfort,9,radiation
13419,14,changes,12,hair
13420,14,changes,13,skin
13421,17,pain,16,chest
13422,2,ppalptations,1,heart
13423,26,changes,24,bladde
13424,26,changes,25,bowel
13425,36,issue,35,thyroid
13426,5,tightness,4,chest
13427,14,pain,13,jaw
13428,16,pain,15,arm
13429,22,Adderral,23,2
13430,22,Adderral,24,tablets
13431,27,issues,26,GU
13432,3,palpitations,2,heart
13433,9,pressure,8,chest
13434,21,pathology,20,thyroid
13435,3,palpitations,2,heart
13436,4,pounding,2,heart
13437,6,pressure,5,substernal chest
13438,11,adderall,12,3-4 times weekly
13439,11,adderall,13,for the past few months
13440,17,changes,16,skin
13441,22,changes,23,bowel
13442,22,changes,24,bladder
13443,27,adderall,28,3-4x
13444,32,issues,31,thyroid
13445,4,beat,5,chest
13446,7,pressure,6,chest
13447,15,disease,14,Thyroid
13448,17,disease,16,heart
13449,4,pain,3,chest
13450,20,issue,19,thyroid
13451,4,pressure,3,chest
13452,18,changes,16,GI
13453,18,changes,17,skin
13454,2,pressure,3,chest
13455,26,issue,25,thyroid
13456,9,pain,8,chest
13457,17,mood,16,good
13458,25,problem,24,thyroid
13459,4,pressure,3,chest
13460,9,pian,8,chest
13461,11,pain,10,chest
13462,20,problem,19,thyroid
13463,13,issue,12,thyroid
13464,14,adderall,15,03-Apr
13465,4,pressure,3,chest
13466,4,pressure,5,chest
13467,16,changes,17,skin
13468,16,changes,18,hair
13469,26,changes,24,bowel
13470,26,changes,25,bladder
13471,3,palpitations,2,heart
13472,31,changes,30,skin
13473,6,pain,5,midsternal chest
13474,9,sleeping,10,well
13475,12,changes,11,skin
13476,17,disease,16,thyroid
13477,3,pressure,2,chest
13478,11,trauma,10,head
13479,15,pain,14,chest
13480,24,adderol,25,tablet
13481,3,pounding,2,heart
13482,30,problem,29,thyroid
13483,6,pounding,5,heart
13484,22,disease,21,thyroid
13485,12,pain,11,chest
13486,17,Meds,19,1
13487,17,Meds,20,pill
13488,17,Meds,21,few times a week
13489,18,adderall,19,1
13490,18,adderall,20,pill
13491,18,adderall,21,few times a week
13492,25,condition,24,thyroid
13493,8,pressure,7,chest
13494,17,changes,16,skin
13495,19,pain,18,chest
13496,27,issues,26,thyroid
13497,7,mood,6,changes
13498,8,sleep,6,changes
13499,25,issues,24,thyroid
13500,4,pressure,3,chest
13501,15,trauma,14,head
13502,2,palpitations,1,heart
13503,22,frinds,24,few times a week
13504,9,pressure,8,chest
13505,2,palpitations,1,heart
13506,4,pounding,3,heart
13507,4,pounding,5,chest
13508,9,pressure,8,chest
13509,2,racing,1,heart
13510,23,disease,22,thyroid
13511,3,palpitations,1,heart
13512,6,pressure,5,chest
13513,7,SOB,5,chest
13514,17,disease,16,thyroid
13515,20,disease,19,thyroid
13516,7,pressure,6,chest
13517,11,Adderall,10,stopping
13518,26,pain,25,chest
13519,4,pressure,3,chest
13520,8,Adderall,9,couple times each week
13521,19,problem,18,thyroid
13522,11,pain,10,chest
13523,18,problem,17,thyroid
13524,8,adderall,9,few times per week
13525,12,HIV testing,13,normal
13526,2,Pain,3,chest
13527,5,pressure,6,chest
13528,11,problems,10,thyroid
13529,11,problems,12,meicatinos
13530,5,pressure,4,chest
13531,19,disease,18,Thyroid
13532,2,pounding,1,heart
13533,21,condition,20,heart
13534,5,pressure,4,substernal chest
13535,4,pressure,3,chest
13536,24,issues,23,thyroid
13537,2,SOB,3,CHEST
13538,8,NKDA,9,ADERALL 1-2 A MO
13539,9,PAIN,8,CHEST
13540,11,appetite,10,changes
13541,12,weight,10,changes
13542,17,conditions,16,chronic
13543,2,heart beating,3,chest
13544,21,disease,20,thyroids
13545,5,pain,4,chest
13546,10,pressure,9,chest
13547,14,bowel movements,13,changes
13548,30,problems,29,thyroid
13549,5,pressure,4,chest
13550,6,discomfort,4,chest
13551,14,problem,13,thyroid
13552,3,pounding,2,heart
13553,5,palpitations,4,intermittent
13554,8,pressure,7,chest
13555,3,palpitations,2,heart
13556,8,pain,7,chest
13557,10,function,9,normal
13558,22,changes,19,hair
13559,22,changes,20,skin
13560,22,changes,21,nail
13561,6,pressure,5,chest
13562,7,adderall,8,twice a week
13563,14,pain,13,chest
13564,21,disease,20,thyroid
13565,22,MI,20,thyroid
13566,4,radiation,3,chest
13567,5,pain,3,chest
13568,7,pressure,6,substernal chest
13569,11,fever,10,ROS
13570,13,abd pain,10,ROS
13571,14,weight loss,10,ROS
13572,15,gain,10,ROS
13573,17,changes,10,ROS
13574,17,changes,16,skin
13575,18,falls,10,ROS
13576,19,LOC,10,ROS
13577,24,disease,23,thyroid
13578,7,pressure,6,chest
13579,11,dx,10,thyroid
13580,18,changes,17,skin
13581,4,pressure,3,chest
13582,7,Adderall,8,pills
13583,15,chnages,13,bowel
13584,15,chnages,14,bladder
13585,16,trauma,17,chest
13586,18,Adderal,19,few times/week
13587,2,SOB,4,chest
13588,3,pressure,4,chest
13589,3,pounding,4,chest
13590,11,weakness,13,legs
13591,12,numbness,13,legs
13592,26,problems,25,thyroid
13593,3,tightness,2,chest
13594,5,pain,4,chest
13595,9,swelling,10,legs
13596,10,smptoms,9,medications
13597,13,adderall,12,2
13598,13,adderall,14,per week
13599,18,problem,17,thyroid
13600,4,pressure,3,chest
13601,7,symptoms,8,worse
13602,18,problems,17,thyroid
13603,2,palpitaptions,1,heart
13604,4,pounding,3,heart
13605,5,beating,6,chest
13606,13,problems,12,thyroid
13607,2,pounding,1,heart
13608,5,pressure,4,chest
13609,4,pressure,3,chest
13610,8,pain,7,chest
13611,16,issue,15,thyroid
13612,18,disease,17,heart
13613,7,racing,6,heart
13614,9,pressure,8,chest
13615,13,problems,12,thyroid
13616,4,palpitations,3,medication
13617,9,pain,8,chest
13618,17,issue,16,thyroid
13619,6,pressure,5,chest
13620,9,changes,10,hair skin
13621,9,changes,11,nails
13622,3,heart pounding,2,worsening
13623,12,dry,13,skin
13624,2,pressure,3,retrosternal area
13625,7,mood,8,normal
13626,10,pain,9,chest
13627,11,pain,12,joints
13628,15,problems,13,urinary
13629,15,problems,14,bowel
13630,21,disease,20,thyroid
13631,2,pain,4,severe
13632,25,issue,24,thyroid
13633,3,SOB,4,severe
13634,5,heart pounding,4,severe
13635,15,palpitations,14,heart
13636,16,changes in vision,19,extremities
13637,17,tingling,19,extremities
13638,18,numbness,19,extremities
13639,2,pounding,1,heart
13640,7,pain,6,chest
13641,8,Vital signs,9,stable
13642,12,issue,11,thyroid
13643,5,tightness,4,chest
13644,22,problem,21,thyroid
13645,24,problem,23,heart
13646,30,HEADSS exam,31,negative
13647,9,pressure,8,chest
13648,15,problem,14,thyroid
13649,12,problem,11,thyroid
13650,4,pounding,3,heart
13651,4,pounding,5,chest
13652,7,pressure,6,chest
13653,17,issues,16,thyroid
13654,2,palpitations,1,heart
13655,3,pressure,4,chest
13656,9,pain,8,chest
13657,11,pounding,12,chest
13658,17,problem,16,thyroid
13659,17,problem,18,meds
13660,2,palpitations,1,heart
13661,7,pressure,6,chest
13662,11,adderall,10,two
13663,16,pain,15,chest
13664,2,races,1,heart
13665,29,problems,28,thyroid
13666,6,pressure,5,chest
13667,7,racing,8,heart
13668,10,appetite,11,good
13669,17,disease,16,thyroid
13670,19,disease,18,heart
13671,24,disorder,23,thyroid
13672,31,Adderall,29,1
13673,31,Adderall,32,2x/week
13674,4,adderall,3,one
13675,7,pressure,6,chest
13676,11,Adderall,10,started
13677,17,disease,16,thyroid
13678,2,palpitations,1,heart
13679,5,pain,4,chest
13680,10,problem,9,thyroid
13681,12,swelling,11,feet
13682,14,problem,13,eye
13683,17,tremor,16,hand
13684,18,sweaty,19,palms
13685,21,intolerance,19,palms
13686,21,intolerance,20,heart
13687,27,Mood,28,OK
13688,29,headache,31,throat
13689,30,sore,31,throat
13690,32,cough,31,throat
13691,34,pain,33,belly
13692,42,problem,41,thyroid
13693,44,problem,43,heart
13694,7,racing,6,heart
13695,9,pain,8,chest
13696,3,pressure,2,chest
13697,6,aderol,7,few times weekly
13698,9,pain,8,chest
13699,11,advils,13,3-4 times a day
13700,12,caffien,13,3-4 times a day
13701,15,problems,14,thyroid
13702,3,pressure,2,chest
13703,8,voice changes,7,bowel
13704,14,heart rate,13,elevated
13705,2,heart rate,1,elevated
13706,23,problem,22,thyroid
13707,4,beating fast,3,heart
13708,16,problem,15,thyroid
13709,2,pressure-like sensation,3,chest
13710,11,pressure,10,Chest
13711,24,issues,23,thyroid
13712,5,pressure,4,chest
13713,6,SOB,4,chest
13714,9,weak,8,Adderall
13715,14,problems,13,heart
13716,18,pain,17,chest
13717,27,problem,26,thyroid
13718,3,pressue,2,chest
13719,7,pressure,6,chest
13720,14,pain,13,chest
13721,16,bowel habit change,15,urinary
13722,26,disease,25,thryroides
13723,4,pain,3,chest
13724,2,pounding,1,heart
13725,20,changes,18,skin
13726,20,changes,19,joint
13727,28,disease,27,thyroid
13728,14,changes,13,hair or nail
13729,21,disorder,20,thyroid
13730,13,Adderall,14,for the last 7 months
13731,16,problems,15,thyroid
13732,2,palpatations,1,heart
13733,3,pounding,5,chest
13734,4,racing,5,chest
13735,9,pressure,8,midsternal chest
13736,22,problems,21,thyroid
13737,3,palpiations,2,chest
13738,7,pressure,5,severe
13739,7,pressure,6,chest
13740,10,trauma,9,head
13741,16,Adderall,17,past 7-8 months
13742,21,rash,20,skin
13743,32,disease,31,heart
13744,35,problems,34,thyroid
13745,5,pain,4,chest
13746,17,problems,16,thyroid
13747,2,palpitations,1,chest
13748,4,palpitations,3,intermittent
13749,9,pressure,8,chest
13750,10,DISEASE,9,HEART
13751,6,NORMAL EXCEPT,7,ABOVE
13752,4,pounding,3,heart
13753,8,issue,7,thyroid
13754,6,pain,5,chest
13755,8,pressure,7,chest
13756,1,palpitation,2,worsened
13757,19,pains,18,muscle
13758,26,issues,25,thyroid
13759,6,pressure,5,chest
13760,4,pressure,3,chest
13761,8,issue,7,thyroid
13762,10,problem,9,thyroid
13763,5,Meds,7,prn
13764,5,Meds,8,3-4x/week
13765,6,adderall,7,prn
13766,6,adderall,8,3-4x/week
13767,8,pain,7,chest
13768,14,Adderall,15,x per week
13769,19,problem,18,thyroid
13770,2,pounding,1,heart
13771,4,pressure,3,chest
13772,10,DIZZINESS,12,ARM
13773,14,PAIN,12,ARM
13774,14,PAIN,13,NECK
13775,16,PAIN,15,CHEST
13776,3,RACING,2,CHEST
13777,3,RACING,4,HEART
13778,16,pain,15,chest
13779,21,issue,20,thyroid
13780,5,pressure,4,midsternal chest
13781,9,aderal,10,1
13782,9,aderal,11,pill
13783,9,aderal,12,every week
13784,10,pounding,9,heart
13785,17,Adderall,18,2-3 times a week
13786,13,problem,12,thyroid
13787,5,pressure,4,chest
13788,9,hit,10,head
13789,20,pain,19,chest
13790,3,pressure,4,chest
13791,9,pressure,10,chest
13792,9,pressure,8,chest
13793,11,tingling,12,fingers
13794,27,disease,26,thyroid
13795,4,pressure,3,chest
13796,3,racing,2,heart
13797,5,pressure,4,chest
13798,10,problems,9,thyroid
13799,3,pressure,2,chest
13800,19,SLEEP,20,NORMAL
13801,22,EXCEPT,21,NEGATIVE
13802,24,INCREASED FOCUS,23,MEDS
13803,6,PAIN,5,CHEST
13804,24,problems,23,thyroid
13805,7,pressure,8,chest
13806,11,mood,12,good
13807,18,pain,17,Chest
13808,2,palpitations,1,chest
13809,29,disease,28,thyroid
13810,4,palpitations,3,chest
13811,6,pressure,5,chest
13812,9,adderall,10,2x/week
13813,10,swellling,9,leg
13814,14,trauma,13,chest
13815,16,fever,15,ROS
13816,18,urinary symtoms,15,ROS
13817,2,palpitation,3,worse
13818,23,pb,22,thyroid
13819,5,pressure,4,chest
13820,8,diff breathing,7,intermittent
13821,11,sweeling,10,leg
13822,18,disease,17,thyroid
13823,4,pounding,5,heart
13824,17,pain,16,chest
13825,21,problem,20,thyroid
13826,3,pounding,2,heart
13827,4,racing,2,heart
13828,9,pressure,8,chest
13829,25,disease,24,thyroid
13830,3,beat,4,chest
13831,6,pressure,7,chest
13832,4,pain,3,chest
13833,12,problem,11,thyroid
13834,4,pressure,3,chest
13835,15,pain,14,chest
13836,18,disease,17,thyroid
13837,4,pressure,3,chest
13838,12,CAGE,13,negative
13839,5,mood,6,good
13840,9,disease,8,Thyroid
13841,17,problem,16,thyroid
13842,24,Adderall,25,few times per week
13843,4,pressure,3,chest
13844,6,pain,5,chest
13845,4,tightness,3,chest
13846,23,problems,22,thyroid
13847,6,pressure,5,chest
13848,6,pressure,7,chest
13849,11,problem,10,thyroid
13850,19,adderall,18,2
13851,4,pressure,3,chest
13852,6,epsodes,7,chest
13853,9,disorder,8,thyroid
13854,11,pain,10,chest
13855,16,disease,15,thyroid
13856,2,palpitations,1,heart
13857,6,pressure,5,chest
13858,13,pain,12,chest
13859,18,swelling,17,leg
13860,20,disease,19,thyroid
13861,6,tightness,5,chest
13862,4,Aderall,5,several times a week
13863,9,problem,8,thyroid
13864,10,problems,9,thyroid
13865,3,pain,2,chest
13866,17,problems,16,thyroid
13867,8,pain,7,chest
13868,10,SWELLING,11,LEGS
13869,10,SWELLING,13,ABDOMEN
13870,12,PAIN,11,LEGS
13871,12,PAIN,13,ABDOMEN
13872,15,SLEEP DISTURBANCE,16,TREMORS
13873,19,CHANGES,17,SKIN
13874,19,CHANGES,18,HAIR
13875,23,EXCEPT,22,NEGATIVE
13876,8,PAIN,7,CHEST
13877,12,mood,11,normal
13878,2,palpitations,1,heart
13879,20,pain,19,chest
13880,23,syncope,22,neuro
13881,7,pain,6,chest
13882,10,pain,9,chest
13883,17,disease,16,thyroid
13884,19,condition,18,heart
13885,3,palpitations,4,worsening
13886,14,pain,13,chest
13887,2,racing,3,heart
13888,26,changes,25,skin
13889,33,disease,32,thyroid
13890,4,pressure-like sensation,5,chest
13891,9,anxiety,8,mild
13892,12,aderol,13,pills
13893,15,racing,12,aderol
13894,15,racing,14,heart
13895,2,pounding,1,heart
13896,23,problem,22,thyroid
13897,4,pain,3,chest
13898,5,pressure,6,chest
13899,9,adderall,10,tablets
13900,15,Adderalls,16,01-Feb
13901,15,Adderalls,17,x week
13902,19,disorder,18,Thyroid
13903,21,disease,20,heart
13904,7,changes,8,skin
13905,7,changes,9,hair
13906,10,fever,9,ROS
13907,11,chills,9,ROS
13908,12,unintentional weight loss,9,ROS
13909,13,changes,14,skin
13910,13,changes,15,hair
13911,13,changes,16,nails
13912,13,changes,9,ROS
13913,17,diarrhea,9,ROS
13914,18,constipation,9,ROS
13915,20,pain,19,chest
13916,20,pain,9,ROS
13917,23,issues,22,thyroid
13918,4,pressure,3,chest
13919,10,squeezing,11,chest
13920,12,pain,11,chest
13921,16,aches,15,Head
13922,2,pounding,1,heart
13923,27,issue,26,thyroid
13924,4,symptoms,5,worse
13925,7,pounding,6,heart
13926,4,PAIN,3,CHEST
13927,10,pain,9,chest
13928,6,SOB,5,compalins
13929,10,problem,9,thyroid
13930,2,pounding,1,heart
13931,20,problem,19,thyroid
13932,1,pounding,2,heart
13933,10,pain,9,Chest
13934,16,condition,15,thyroid
13935,6,pressure,5,chest
13936,20,ciagerrerte,21,IV
13937,26,issues,25,thyroid
13938,3,abd pounding,4,chest
13939,9,tighness,8,chest
13940,13,temperature,12,changes
13941,16,Adderoll,17,1
13942,16,Adderoll,18,tablet
13943,16,Adderoll,19,1
13944,23,issues,22,thyroid
13945,25,issues,24,heart
13946,3,pressure,2,chest
13947,17,issue,16,thyroid
13948,2,palpitations,1,heart
13949,6,pressure,5,chest
13950,22,issues,21,thyroid
13951,24,issues,23,heart
13952,3,pressure,2,chest
13953,15,problem,14,thyroid
13954,2,beating,1,heart
13955,2,beating,3,chest
13956,8,pressure,7,chest
13957,1,pounding,2,heart
13958,19,dis,18,thyroid
13959,4,pain,3,chest
13960,5,pressure,6,chest
13961,2,tightness,1,chest
13962,12,pain,11,chest
13963,28,problem,27,thyroid
13964,28,problem,29,heart
13965,30,problem,27,thyroid
13966,30,problem,29,heart
13967,5,pressure,4,chest
13968,20,problem,19,thyroid
13969,20,problem,21,medicine
13970,7,pressure,6,substernal chest
13971,11,problem,10,thyroid
13972,4,pressure,3,chest
13973,16,issue,15,thyroid
13974,19,issues,18,heart
13975,6,pressure,7,chest
13976,8,SOB,7,chest
13977,12,CHANGES,11,SKIN
